lncRNA,Drug,DrugBank_ID
RP11-344B2.2,Panobinostat,DB06603
RP11-344B2.3,Panobinostat,DB06603
RP11-344B2.3,Dexamethasone,DB01234
RP11-344B23.2,Panobinostat,DB06603
RP11-344E13.3,Panobinostat,DB06603
RP11-344E13.3,Panobinostat,DB06603
RP11-344J7.2,Panobinostat,DB06603
RP11-344P13.4,Dexamethasone,DB01234
RP11-345M22.1,Panobinostat,DB06603
RP11-346D14.1,Panobinostat,DB06603
RP11-347D21.1,Panobinostat,DB06603
RP11-347E10.1,Panobinostat,DB06603
RP11-347K2.2,Panobinostat,DB06603
RP11-348F1.2,Panobinostat,DB06603
RP11-348F1.3,Panobinostat,DB06603
RP11-348J12.2,Panobinostat,DB06603
RP11-348M17.2,Panobinostat,DB06603
RP11-34F13.2,Panobinostat,DB06603
RP11-34P13.13,Panobinostat,DB06603
RP11-34P13.8,Panobinostat,DB06603
RP11-350G8.5,Panobinostat,DB06603
RP11-350G8.5,Dexamethasone,DB01234
RP11-351A20.1,Pravastatin,DB00175
RP11-353N14.2,Panobinostat,DB06603
RP11-353N14.3,Panobinostat,DB06603
RP11-353N14.4,Oxaliplatin,DB00526
RP11-353N4.1,Panobinostat,DB06603
RP11-353N4.1,Dexamethasone,DB01234
RP11-355I22.3,Panobinostat,DB06603
RP11-355O1.11,Panobinostat,DB06603
RP11-356C4.2,Panobinostat,DB06603
RP11-356I2.4,Oxaliplatin,DB00526
RP11-356I2.4,Dexamethasone,DB01234
RP11-356I2.4-006,5alpha-Hydroxytriptolide,
RP11-356J5.12,Panobinostat,DB06603
RP11-356J5.12,Dexamethasone,DB01234
RP11-356K23.1,Panobinostat,DB06603
RP11-356K23.2,Panobinostat,DB06603
RP11-357C3.3,Panobinostat,DB06603
RP11-357G3.2,Dexamethasone,DB01234
RP11-357K6.1,Pravastatin,DB00175
RP11-358L4.1,Dexamethasone,DB01234
RP11-359D14.2,Panobinostat,DB06603
RP11-359D14.3,Panobinostat,DB06603
RP11-359E19.2,Panobinostat,DB06603
RP11-359M6.1,Panobinostat,DB06603
RP11-35J23.1,Panobinostat,DB06603
RP11-360A18.1,Panobinostat,DB06603
RP11-360I2.1,Dexamethasone,DB01234
RP11-360L9.7,Panobinostat,DB06603
RP11-360L9.8,Panobinostat,DB06603
RP11-361K17.2,Panobinostat,DB06603
RP11-362F19.1,Panobinostat,DB06603
RP11-362K14.6,Oxaliplatin,DB00526
RP11-362L22.1,Panobinostat,DB06603
RP11-363D24.1,Panobinostat,DB06603
RP11-363E6.3,Panobinostat,DB06603
RP11-363E7.4,Panobinostat,DB06603
RP11-363E7.4,Cisplatin,DB00515
RP11-363E7.4,Oxaliplatin,DB00526
RP11-365H22.2,Dexamethasone,DB01234
RP11-365N19.2,Panobinostat,DB06603
RP11-365O16.3,Panobinostat,DB06603
RP11-365P13.5,Oxaliplatin,DB00526
RP11-366H4.1,Panobinostat,DB06603
RP11-366K18.3,Panobinostat,DB06603
RP11-366M4.3,Panobinostat,DB06603
RP11-367F23.2,Panobinostat,DB06603
RP11-367J11.3,Panobinostat,DB06603
RP11-368I23.4,Beta-Elemene,
RP11-368L12.1,Panobinostat,DB06603
RP11-369E15.3,Panobinostat,DB06603
RP11-373D23.2,Dexamethasone,DB01234
RP11-373D23.3,Dexamethasone,DB01234
RP11-373I8.1,Ruxolitinib,DB08877
RP11-374M1.2,Panobinostat,DB06603
RP11-374M1.3,Panobinostat,DB06603
RP11-374M1.5,Panobinostat,DB06603
RP11-374P20.4,Oxaliplatin,DB00526
RP11-375B1.2,Panobinostat,DB06603
RP11-375D13.4,Panobinostat,DB06603
RP11-378A12.1,Panobinostat,DB06603
RP11-378J18.5,Panobinostat,DB06603
RP11-379B18.5,Panobinostat,DB06603
RP11-379B18.5,Oxaliplatin,DB00526
RP11-379B8.1,Pravastatin,DB00175
RP11-379K17.4,Panobinostat,DB06603
RP11-37B2.1,Panobinostat,DB06603
RP11-37C7.3,Panobinostat,DB06603
RP11-37L2.1,Panobinostat,DB06603
RP11-380D11.2,Panobinostat,DB06603
RP11-381P6.1,Panobinostat,DB06603
RP11-382A20.4,Panobinostat,DB06603
RP11-382F24.2,Panobinostat,DB06603
RP11-383C5.4,Panobinostat,DB06603
RP11-383C5.5,Panobinostat,DB06603
RP11-383J24.1,Dexamethasone,DB01234
RP11-384C4.7,Panobinostat,DB06603
RP11-384F7.1,Panobinostat,DB06603
RP11-384L8.1,Panobinostat,DB06603
RP11-384O8.1,Dexamethasone,DB01234
RP11-385F7.1,Dexamethasone,DB01234
RP11-385J1.2,Panobinostat,DB06603
RP11-385J1.2,Panobinostat,DB06603
RP11-386B13.3,Panobinostat,DB06603
RP11-386P4.1,Panobinostat,DB06603
RP11-387A1.6,Oxaliplatin,DB00526
RP11-387D10.2,Panobinostat,DB06603
RP11-387H17.6,Pravastatin,DB00175
RP11-388C12.1,Panobinostat,DB06603
RP11-388C12.1,Dexamethasone,DB01234
RP11-388M20.9,Panobinostat,DB06603
RP11-389K14.3,Panobinostat,DB06603
RP11-389O22.1,Panobinostat,DB06603
RP11-38C18.3,Panobinostat,DB06603
RP11-38L15.3,Dexamethasone,DB01234
RP11-390F4.6,Panobinostat,DB06603
RP11-390F4.7,Panobinostat,DB06603
RP11-390P2.4,Panobinostat,DB06603
RP11-392A22.2,Panobinostat,DB06603
RP11-392P7.7,Panobinostat,DB06603
RP11-394B2.6,Panobinostat,DB06603
RP11-394I13.2,Oxaliplatin,DB00526
RP11-394O4.3,Panobinostat,DB06603
RP11-395B7.4,Panobinostat,DB06603
RP11-395B7.7,Panobinostat,DB06603
RP11-395I6.3,Panobinostat,DB06603
RP11-395I6.3,Oxaliplatin,DB00526
RP11-395I6.3,Dexamethasone,DB01234
RP11-395N3.2,Dexamethasone,DB01234
RP11-396J6.1,Panobinostat,DB06603
RP11-396O20.1,Panobinostat,DB06603
RP11-397D12.4,Panobinostat,DB06603
RP11-398A8.3,Pravastatin,DB00175
RP11-398H6.1,Oxaliplatin,DB00526
RP11-398J10.2,Panobinostat,DB06603
RP11-398J10.2,Dexamethasone,DB01234
RP11-399D6.2,Panobinostat,DB06603
RP11-399E6.1,Dexamethasone,DB01234
RP11-399E6.4,Panobinostat,DB06603
RP11-399O19.5,Panobinostat,DB06603
RP11-399O19.8,Panobinostat,DB06603
RP11-3D4.2,Panobinostat,DB06603
RP11-3G20.2,Panobinostat,DB06603
RP11-3L23.2,Panobinostat,DB06603
RP11-3N2.1,Panobinostat,DB06603
RP11-3N2.3,Panobinostat,DB06603
RP11-400F19.8-001,5alpha-Hydroxytriptolide,
RP11-400N13.3,Panobinostat,DB06603
RP11-401F2.3,Dexamethasone,DB01234
RP11-401O9.3,Panobinostat,DB06603
RP11-401P9.1,Panobinostat,DB06603
RP11-401P9.4,Panobinostat,DB06603
RP11-401P9.4,Ruxolitinib,DB08877
RP11-402J6.1,Panobinostat,DB06603
RP11-402L1.4,Panobinostat,DB06603
RP11-402P6.9,Panobinostat,DB06603
RP11-403A21.2,Panobinostat,DB06603
RP11-403I13.4,Panobinostat,DB06603
RP11-403I13.6,Panobinostat,DB06603
RP11-403P17.3,Panobinostat,DB06603
RP11-404F10.2,Panobinostat,DB06603
RP11-404H14.1,Panobinostat,DB06603
RP11-405O10.2,Panobinostat,DB06603
RP11-406H23.2,Panobinostat,DB06603
RP11-407A16.4,Panobinostat,DB06603
RP11-408E5.5,Panobinostat,DB06603
RP11-408H1.3,Panobinostat,DB06603
RP11-40A13.1,Panobinostat,DB06603
RP11-410K21.2,Panobinostat,DB06603
RP11-410N8.3,Pravastatin,DB00175
RP11-412B14.1,Panobinostat,DB06603
RP11-412D9.4,Panobinostat,DB06603
RP11-412H9.2,Panobinostat,DB06603
RP11-412H9.2,Dexamethasone,DB01234
RP11-413H22.2,Panobinostat,DB06603
RP11-414H23.3,Panobinostat,DB06603
RP11-414K1.3,Panobinostat,DB06603
RP11-414K1.3,Pravastatin,DB00175
RP11-415I12.2,Panobinostat,DB06603
RP11-416O18.1,Panobinostat,DB06603
RP11-416O18.1,Panobinostat,DB06603
RP11-417L19.4,Panobinostat,DB06603
RP11-418B12.1,Panobinostat,DB06603
RP11-419C19.2,Panobinostat,DB06603
RP11-419K12.1,Panobinostat,DB06603
RP11-420A23.1,Oxaliplatin,DB00526
RP11-420A23.1,Dexamethasone,DB01234
RP11-420G6.4,Panobinostat,DB06603
RP11-420J11.2,Panobinostat,DB06603
RP11-420L9.5,Oxaliplatin,DB00526
RP11-420M1.2,Panobinostat,DB06603
RP11-421F16.3,Panobinostat,DB06603
RP11-421L21.3,Panobinostat,DB06603
RP11-422J15.1,Panobinostat,DB06603
RP11-422P24.10,Dexamethasone,DB01234
RP11-423C15.3,Panobinostat,DB06603
RP11-423G4.9,Panobinostat,DB06603
RP11-423H2.1,Panobinostat,DB06603
RP11-423H2.3,Panobinostat,DB06603
RP11-423O2.7,Panobinostat,DB06603
RP11-424G14.1,Berberine,DB04115
RP11-425A23.1,Panobinostat,DB06603
RP11-425D10.10,Panobinostat,DB06603
RP11-425E13.1,Panobinostat,DB06603
RP11-426A6.5,Panobinostat,DB06603
RP11-426A6.8,Panobinostat,DB06603
RP11-426C22.5,Panobinostat,DB06603
RP11-426C22.6,Oxaliplatin,DB00526
RP11-426L16.3,Panobinostat,DB06603
RP11-426L16.9,Panobinostat,DB06603
RP11-428C19.4,Panobinostat,DB06603
RP11-428C19.5,Panobinostat,DB06603
RP11-428K3.1,Beta-Elemene,
RP11-428L21.1,Panobinostat,DB06603
RP11-429A20.4,Panobinostat,DB06603
RP11-429G19.2,Panobinostat,DB06603
RP11-429J17.6,Panobinostat,DB06603
RP11-429J17.7,Panobinostat,DB06603
RP11-429J17.8,Panobinostat,DB06603
RP11-430B1.2,Panobinostat,DB06603
RP11-430H10.2,Panobinostat,DB06603
RP11-431J24.2,Panobinostat,DB06603
RP11-432B10.1,Panobinostat,DB06603
RP11-432I5.1,Panobinostat,DB06603
RP11-432I5.2,Panobinostat,DB06603
RP11-432J24.3,Panobinostat,DB06603
RP11-432N13.4,Panobinostat,DB06603
RP11-433J22.2,Panobinostat,DB06603
RP11-433M22.1,Panobinostat,DB06603
RP11-434B12.1,Panobinostat,DB06603
RP11-434B12.1,Dexamethasone,DB01234
RP11-434C1.2,Panobinostat,DB06603
RP11-434D2.2,Panobinostat,DB06603
RP11-434D9.1,Panobinostat,DB06603
RP11-435B5.5,Dexamethasone,DB01234
RP11-435D7.3,Panobinostat,DB06603
RP11-436D10.3,Panobinostat,DB06603
RP11-436F9.1,Panobinostat,DB06603
RP11-436I24.1,Panobinostat,DB06603
RP11-436K8.1,Panobinostat,DB06603
RP11-436M15.3,Panobinostat,DB06603
RP11-438C19.2,Panobinostat,DB06603
RP11-438E5.1,Panobinostat,DB06603
RP11-438N16.1,Panobinostat,DB06603
RP11-439A17.10,Panobinostat,DB06603
RP11-439A17.7,Panobinostat,DB06603
RP11-439A17.9,Panobinostat,DB06603
RP11-439C15.2,Panobinostat,DB06603
RP11-439C15.4,Pravastatin,DB00175
RP11-439E19.1,Panobinostat,DB06603
RP11-439E19.3,Panobinostat,DB06603
RP11-439E19.9,Panobinostat,DB06603
RP11-439H13.2,Panobinostat,DB06603
RP11-440G5.2,Dexamethasone,DB01234
RP11-440L14.1,Panobinostat,DB06603
RP11-441L11.1,Panobinostat,DB06603
RP11-442H21.2-001,5alpha-Hydroxytriptolide,
RP11-443P15.2,Panobinostat,DB06603
RP11-443P15.2,Panobinostat,DB06603
RP11-445F12.1,Panobinostat,DB06603
RP11-445H22.4,Panobinostat,DB06603
RP11-445L6.3,Beta-Elemene,
RP11-446H18.6,Dexamethasone,DB01234
RP11-448G15.1,Panobinostat,DB06603
RP11-448G4.4,Panobinostat,DB06603
RP11-448P19.1,Panobinostat,DB06603
RP11-449H11.1,Panobinostat,DB06603
RP11-44B19.1,Dexamethasone,DB01234
RP11-44D19.1,Panobinostat,DB06603
RP11-44F21.5,Panobinostat,DB06603
RP11-44N12.5,Dexamethasone,DB01234
RP11-451H23.3,Panobinostat,DB06603
RP11-451O13.1,Panobinostat,DB06603
RP11-454C18.1,Panobinostat,DB06603
RP11-454E7.1,Panobinostat,DB06603
RP11-454P7.3,Panobinostat,DB06603
RP11-455F5.5,Panobinostat,DB06603
RP11-456H18.2,Panobinostat,DB06603
RP11-456P18.2,Panobinostat,DB06603
RP11-457I16.2,Panobinostat,DB06603
RP11-457K10.1,Dexamethasone,DB01234
RP11-457M11.5,Dexamethasone,DB01234
RP11-45A12.1,Panobinostat,DB06603
RP11-45L9.1,Panobinostat,DB06603
RP11-460I19.2,Panobinostat,DB06603
RP11-461K13.1,Panobinostat,DB06603
RP11-462G2.1,Panobinostat,DB06603
RP11-462G2.2,Panobinostat,DB06603
RP11-462G8.3,Panobinostat,DB06603
RP11-462L8.1,Panobinostat,DB06603
RP11-463D19.1,Panobinostat,DB06603
RP11-463J10.3,Panobinostat,DB06603
RP11-463O9.5,Panobinostat,DB06603
RP11-464D20.6,Panobinostat,DB06603
RP11-464F9.1,Oxaliplatin,DB00526
RP11-464O2.2,Pravastatin,DB00175
RP11-465B22.3,Panobinostat,DB06603
RP11-465B22.3,Pravastatin,DB00175
RP11-465L10.10,Panobinostat,DB06603
RP11-465M18.1,Panobinostat,DB06603
RP11-466A19.3,Panobinostat,DB06603
RP11-466C23.4,Panobinostat,DB06603
RP11-466F5.8,Panobinostat,DB06603
RP11-467C18.1,Dexamethasone,DB01234
RP11-467L20.10,Panobinostat,DB06603
RP11-469H8.6,Panobinostat,DB06603
RP11-469H8.6,Pravastatin,DB00175
RP11-469M7.1,Panobinostat,DB06603
RP11-469N6.2,Panobinostat,DB06603
RP11-469N6.3,Panobinostat,DB06603
RP11-46A10.2,Panobinostat,DB06603
RP11-46C20.1,Panobinostat,DB06603
RP11-46D6.1,Panobinostat,DB06603
RP11-46H11.12,Panobinostat,DB06603
RP11-46H11.3,Panobinostat,DB06603
RP11-470M17.2,Panobinostat,DB06603
RP11-470P21.2,Panobinostat,DB06603
RP11-471J12.1,Panobinostat,DB06603
RP11-471J12.1,Panobinostat,DB06603
RP11-471L13.2,Panobinostat,DB06603
RP11-473A10.2,Panobinostat,DB06603
RP11-473E2.3,Panobinostat,DB06603
RP11-473I1.10,Panobinostat,DB06603
RP11-473L15.3,Panobinostat,DB06603
RP11-473M10.3,Panobinostat,DB06603
RP11-473M20.11,Panobinostat,DB06603
RP11-473M20.14,Panobinostat,DB06603
RP11-473M20.15,Panobinostat,DB06603
RP11-473M20.7,Panobinostat,DB06603
RP11-473M20.9,Panobinostat,DB06603
RP11-473M20.9,Pravastatin,DB00175
RP11-474D1.4,Panobinostat,DB06603
RP11-474N8.5,Panobinostat,DB06603
RP11-474O21.5,Dexamethasone,DB01234
RP11-474P2.2,Panobinostat,DB06603
RP11-474P2.2,Dexamethasone,DB01234
RP11-475N22.4,Panobinostat,DB06603
RP11-475O23.3,Panobinostat,DB06603
RP11-475O6.1,Panobinostat,DB06603
RP11-476K15.1,Panobinostat,DB06603
RP11-478C1.7,Panobinostat,DB06603
RP11-478H13.3,Panobinostat,DB06603
RP11-479J7.1,Panobinostat,DB06603
RP11-479J7.2,Panobinostat,DB06603
RP11-479O16.1,Panobinostat,DB06603
RP11-47I22.1,Dexamethasone,DB01234
RP11-47P18.1,Panobinostat,DB06603
RP11-480I12.10,Panobinostat,DB06603
RP11-480I12.5,Panobinostat,DB06603
RP11-480I12.5,Panobinostat,DB06603
RP11-481E4.2,Panobinostat,DB06603
RP11-481J2.2,Panobinostat,DB06603
RP11-481K16.2,Panobinostat,DB06603
RP11-482E14.1,Panobinostat,DB06603
RP11-482E14.2,Panobinostat,DB06603
RP11-482M8.1,Panobinostat,DB06603
RP11-483F11.7,Panobinostat,DB06603
RP11-483I13.5,Panobinostat,DB06603
RP11-483P21.3,Dexamethasone,DB01234
RP11-484P15.1,Panobinostat,DB06603
RP11-485G7.5,Panobinostat,DB06603
RP11-486A14.2,Panobinostat,DB06603
RP11-486I11.2,Oxaliplatin,DB00526
RP11-486O13.4,Panobinostat,DB06603
RP11-488C13.5,Panobinostat,DB06603
RP11-488I20.9,Dexamethasone,DB01234
RP11-489G11.3,Panobinostat,DB06603
RP11-48B3.4-001,5alpha-Hydroxytriptolide,
RP11-48G14.1,Pravastatin,DB00175
RP11-490M8.1,Panobinostat,DB06603
RP11-491F9.5,Panobinostat,DB06603
RP11-492E3.1,Panobinostat,DB06603
RP11-493K23.4,Panobinostat,DB06603
RP11-493L12.2,Panobinostat,DB06603
RP11-493L12.2,Pravastatin,DB00175
RP11-493L12.2,Pravastatin,DB00175
RP11-495P10.2,Panobinostat,DB06603
RP11-496D24.2,Panobinostat,DB06603
RP11-496N12.6,Panobinostat,DB06603
RP11-497E19.1,Panobinostat,DB06603
RP11-497G19.1,Panobinostat,DB06603
RP11-497G19.2,Panobinostat,DB06603
RP11-498B4.5,Panobinostat,DB06603
RP11-498C9.13,Panobinostat,DB06603
RP11-498C9.15,Panobinostat,DB06603
RP11-498C9.16,Panobinostat,DB06603
RP11-498C9.3,Panobinostat,DB06603
RP11-498M15.1,Panobinostat,DB06603
RP11-49G10.3,Dexamethasone,DB01234
RP11-4C20.4,Panobinostat,DB06603
RP11-4E23.2,Panobinostat,DB06603
RP11-4K16.2,Panobinostat,DB06603
RP11-4K3__A.2,Panobinostat,DB06603
RP11-4O1.2,Panobinostat,DB06603
RP11-501E14.1,Panobinostat,DB06603
RP11-502I4.1,Panobinostat,DB06603
RP11-503C24.6,Panobinostat,DB06603
RP11-503E24.2,Panobinostat,DB06603
RP11-503N18.4,Panobinostat,DB06603
RP11-505K9.1,Panobinostat,DB06603
RP11-506B4.5,Panobinostat,DB06603
RP11-506H20.1,Panobinostat,DB06603
RP11-506M13.3,Panobinostat,DB06603
RP11-507K2.3,Panobinostat,DB06603
RP11-507P23.3,Panobinostat,DB06603
RP11-509J21.2,Panobinostat,DB06603
RP11-510C10.3,Panobinostat,DB06603
RP11-510D21.1,Panobinostat,DB06603
RP11-510J16.3,Panobinostat,DB06603
RP11-510M2.2,Dexamethasone,DB01234
RP11-511B23.1,Panobinostat,DB06603
RP11-511B23.2,Panobinostat,DB06603
RP11-513G11.1,Panobinostat,DB06603
RP11-513O17.2,Panobinostat,DB06603
RP11-515B12.1,Panobinostat,DB06603
RP11-515E23.1,Panobinostat,DB06603
RP11-515O17.2,Panobinostat,DB06603
RP11-517B11.7,Panobinostat,DB06603
RP11-517C16.2,Panobinostat,DB06603
RP11-517O13.1,Panobinostat,DB06603
RP11-517P14.2,Panobinostat,DB06603
RP11-519C12.1,Dexamethasone,DB01234
RP11-51B10.2,Panobinostat,DB06603
RP11-51P8.1,Panobinostat,DB06603
RP11-521B24.3,Panobinostat,DB06603
RP11-521B24.5,Panobinostat,DB06603
RP11-521I2.3,Panobinostat,DB06603
RP11-521I2.3,Oxaliplatin,DB00526
RP11-522B15.3,Panobinostat,DB06603
RP11-522B15.4,Panobinostat,DB06603
RP11-522I20.3,Panobinostat,DB06603
RP11-522M21.3,Panobinostat,DB06603
RP11-523L20.2,Panobinostat,DB06603
RP11-525K10.2,Panobinostat,DB06603
RP11-525K10.3,Panobinostat,DB06603
RP11-526F3.1,Panobinostat,DB06603
RP11-526P5.2,Panobinostat,DB06603
RP11-527D7.1,Panobinostat,DB06603
RP11-527D7.1,Pravastatin,DB00175
RP11-527H14.2,Panobinostat,DB06603
RP11-527H14.3,Panobinostat,DB06603
RP11-527H14.4,Panobinostat,DB06603
RP11-527H14.6,Panobinostat,DB06603
RP11-527N12.1,Panobinostat,DB06603
RP11-527N22.2,Panobinostat,DB06603
RP11-530N7.3,Dexamethasone,DB01234
RP11-532E4.2,Pravastatin,DB00175
RP11-532F12.5,Panobinostat,DB06603
RP11-532F6.5,Dexamethasone,DB01234
RP11-533E19.5,Panobinostat,DB06603
RP11-533E19.5,Cisplatin,DB00515
RP11-534G20.3,Panobinostat,DB06603
RP11-534N16.1,Panobinostat,DB06603
RP11-535A19.2,Panobinostat,DB06603
RP11-536I6.2,Panobinostat,DB06603
RP11-536K7.3,Panobinostat,DB06603
RP11-538I12.2,Panobinostat,DB06603
RP11-538I12.3,Panobinostat,DB06603
RP11-538P18.2,Panobinostat,DB06603
RP11-539E17.4,Panobinostat,DB06603
RP11-539G18.2,Panobinostat,DB06603
RP11-539L10.2,Panobinostat,DB06603
RP11-53B5.1,Panobinostat,DB06603
RP11-53O19.1,Panobinostat,DB06603
RP11-53O19.1,Oxaliplatin,DB00526
RP11-540A21.3,Panobinostat,DB06603
RP11-540H22.2,Panobinostat,DB06603
RP11-540O11.4,Panobinostat,DB06603
RP11-540O11.6,Panobinostat,DB06603
RP11-541F9.1,Panobinostat,DB06603
RP11-541G9.2,Panobinostat,DB06603
RP11-541P9.3,Panobinostat,DB06603
RP11-542A14.1,Panobinostat,DB06603
RP11-542B15.1,Pravastatin,DB00175
RP11-542C16.1,Panobinostat,DB06603
RP11-542G1.1,Panobinostat,DB06603
RP11-542G1.2,Panobinostat,DB06603
RP11-542K23.7,Panobinostat,DB06603
RP11-543C4.1,Panobinostat,DB06603
RP11-543D5.1,Panobinostat,DB06603
RP11-543H23.2,Panobinostat,DB06603
RP11-545A16.4,Panobinostat,DB06603
RP11-545E17.3,Oxaliplatin,DB00526
RP11-545G3.1,Panobinostat,DB06603
RP11-546K22.1,Panobinostat,DB06603
RP11-547C13.1,Panobinostat,DB06603
RP11-547C5.1,Dexamethasone,DB01234
RP11-548H3.1,Oxaliplatin,DB00526
RP11-549L6.3,Panobinostat,DB06603
RP11-54H7.4,Oxaliplatin,DB00526
RP11-54O7.2,Panobinostat,DB06603
RP11-550A5.2,Cisplatin,DB00515
RP11-550I24.2,Panobinostat,DB06603
RP11-550I24.2,Pravastatin,DB00175
RP11-550I24.2-004,5alpha-Hydroxytriptolide,
RP11-551L14.1,Panobinostat,DB06603
RP11-552D4.1,Panobinostat,DB06603
RP11-552D8.1,Panobinostat,DB06603
RP11-552M11.8,Oxaliplatin,DB00526
RP11-553L6.5,Oxaliplatin,DB00526
RP11-553P9.3,Panobinostat,DB06603
RP11-554A11.7,Dexamethasone,DB01234
RP11-554A11.9,Panobinostat,DB06603
RP11-554D14.6,Panobinostat,DB06603
RP11-554D14.7,Panobinostat,DB06603
RP11-554D15.4,Panobinostat,DB06603
RP11-554E23.4,Panobinostat,DB06603
RP11-554K11.2,Panobinostat,DB06603
RP11-554L12.1,Panobinostat,DB06603
RP11-555G19.1,Panobinostat,DB06603
RP11-555G19.1,Dexamethasone,DB01234
RP11-555H7.2,Panobinostat,DB06603
RP11-556H2.3,Panobinostat,DB06603
RP11-556O5.5,Panobinostat,DB06603
RP11-559N14.5,Dexamethasone,DB01234
RP11-55L3.1,Panobinostat,DB06603
RP11-55L4.2,Panobinostat,DB06603
RP11-561B11.6,Panobinostat,DB06603
RP11-561C5.5,Panobinostat,DB06603
RP11-561C5.6,Panobinostat,DB06603
RP11-561O23.7,Panobinostat,DB06603
RP11-561O23.9,Oxaliplatin,DB00526
RP11-562L8.1,Panobinostat,DB06603
RP11-563E2.2,Panobinostat,DB06603
RP11-563N12.2,Panobinostat,DB06603
RP11-564C4.6,Panobinostat,DB06603
RP11-564D11.3,Panobinostat,DB06603
RP11-565A3.2,Panobinostat,DB06603
RP11-566H8.3,Panobinostat,DB06603
RP11-566K11.5,Panobinostat,DB06603
RP11-566K19.4,Panobinostat,DB06603
RP11-566K19.5,Panobinostat,DB06603
RP11-566K19.6,Panobinostat,DB06603
RP11-566K19.9,Panobinostat,DB06603
RP11-567L7.5,Panobinostat,DB06603
RP11-568A19.1,Panobinostat,DB06603
RP11-568A7.3,Panobinostat,DB06603
RP11-568N6.1,Panobinostat,DB06603
RP11-569A11.2,Panobinostat,DB06603
RP11-56B16.2,Panobinostat,DB06603
RP11-56L13.1,Pravastatin,DB00175
RP11-570L15.2,Pravastatin,DB00175
RP11-571L19.7,Panobinostat,DB06603
RP11-573N10.1,Dexamethasone,DB01234
RP11-574M7.1,Panobinostat,DB06603
RP11-574M7.1,Panobinostat,DB06603
RP11-575F12.2,Panobinostat,DB06603
RP11-578F21.10,Panobinostat,DB06603
RP11-578F21.12,Panobinostat,DB06603
RP11-579O24.3,Panobinostat,DB06603
RP11-57A19.2,Panobinostat,DB06603
RP11-57H14.2,Panobinostat,DB06603
RP11-57H14.4,Oxaliplatin,DB00526
RP11-580I16.2,Panobinostat,DB06603
RP11-582J16.5,Panobinostat,DB06603
RP11-583F2.3,Panobinostat,DB06603
RP11-584P21.2,Panobinostat,DB06603
RP11-585P4.5,Panobinostat,DB06603
RP11-586D19.1,Panobinostat,DB06603
RP11-586L23.1,Panobinostat,DB06603
RP11-588H23.3,Panobinostat,DB06603
RP11-589B3.6,Dexamethasone,DB01234
RP11-589C21.5,Panobinostat,DB06603
RP11-589P10.5,Panobinostat,DB06603
RP11-589P10.5-001,5alpha-Hydroxytriptolide,
RP11-58A12.3,Panobinostat,DB06603
RP11-58A17.4,Panobinostat,DB06603
RP11-594N15.2,Panobinostat,DB06603
RP11-595B24.1,Panobinostat,DB06603
RP11-596D21.1,Panobinostat,DB06603
RP11-597D13.8,Panobinostat,DB06603
RP11-599B13.3,Panobinostat,DB06603
RP11-59E19.1,Panobinostat,DB06603
RP11-59E19.4,Panobinostat,DB06603
RP11-59N23.1,Panobinostat,DB06603
RP11-600K15.1,Panobinostat,DB06603
RP11-600K15.1,Panobinostat,DB06603
RP11-608O21.1,Panobinostat,DB06603
RP11-609N14.1,Panobinostat,DB06603
RP11-60I3.4,Panobinostat,DB06603
RP11-610O8.1,Panobinostat,DB06603
RP11-611D20.2,Panobinostat,DB06603
RP11-611D20.2,Panobinostat,DB06603
RP11-611O2.5,Panobinostat,DB06603
RP11-611O2.5,Oxaliplatin,DB00526
RP11-611O2.5,Olaparib,DB09074
RP11-612B6.2,Panobinostat,DB06603
RP11-612B6.2,Cisplatin,DB00515
RP11-613D13.8,Panobinostat,DB06603
RP11-613M10.6,Panobinostat,DB06603
RP11-614F17.2,Panobinostat,DB06603
RP11-615I2.2,Panobinostat,DB06603
RP11-616M22.7,Panobinostat,DB06603
RP11-617F23.1,Panobinostat,DB06603
RP11-618G20.2,Panobinostat,DB06603
RP11-618K13.2,Panobinostat,DB06603
RP11-61A14.4,Dexamethasone,DB01234
RP11-61G19.1,Panobinostat,DB06603
RP11-61G23.1,Panobinostat,DB06603
RP11-61L23.2,Panobinostat,DB06603
RP11-620J15.3,Oxaliplatin,DB00526
RP11-622O11.2,Panobinostat,DB06603
RP11-624G17.3,Panobinostat,DB06603
RP11-624J12.1-001,5alpha-Hydroxytriptolide,
RP11-624L4.1,Panobinostat,DB06603
RP11-626H12.2,Panobinostat,DB06603
RP11-627G18.3,Pravastatin,DB00175
RP11-627G23.1,Panobinostat,DB06603
RP11-628E19.3,Panobinostat,DB06603
RP11-629O1.2,Panobinostat,DB06603
RP11-62G11.2,Panobinostat,DB06603
RP11-62H20.1,Panobinostat,DB06603
RP11-62H20.1,Pravastatin,DB00175
RP11-631M21.1,Panobinostat,DB06603
RP11-632F7.3,Panobinostat,DB06603
RP11-632K20.7,Pravastatin,DB00175
RP11-635N19.3,Dexamethasone,DB01234
RP11-637A17.2,Panobinostat,DB06603
RP11-638I2.6,Panobinostat,DB06603
RP11-63A1.2,Panobinostat,DB06603
RP11-63N8.3,Panobinostat,DB06603
RP11-640N20.8,Panobinostat,DB06603
RP11-640N20.9,Panobinostat,DB06603
RP11-641A6.2,Panobinostat,DB06603
RP11-642D21.1,Panobinostat,DB06603
RP11-642M2.1,Panobinostat,DB06603
RP11-642P15.1,Panobinostat,DB06603
